,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_hidden,params_leave_layers,params_lr,params_weight_decay,state
607,607,0.8809,2023-02-09 08:45:13.549622,2023-02-09 08:47:05.306107,0 days 00:01:51.756485,64,2580,47,0.00375,4e-07,PRUNED
608,608,0.8817,2023-02-09 08:46:42.123077,2023-02-09 08:48:55.460649,0 days 00:02:13.337572,64,1080,46,0.00375,4e-08,PRUNED
609,609,0.9047,2023-02-09 08:47:05.337131,2023-02-09 09:04:42.198913,0 days 00:17:36.861782,64,1080,51,0.00375,4e-06,COMPLETE
610,610,0.8812,2023-02-09 08:48:55.491701,2023-02-09 08:51:12.886842,0 days 00:02:17.395141,64,1120,55,0.00375,4e-06,PRUNED
611,611,0.8578,2023-02-09 08:51:12.917720,2023-02-09 08:52:19.828884,0 days 00:01:06.911164,64,1580,51,0.00375,0.0,PRUNED
612,612,0.8573,2023-02-09 08:52:19.861501,2023-02-09 08:53:27.710506,0 days 00:01:07.849005,64,1160,49,0.00375,4e-08,PRUNED
613,613,0.8839,2023-02-09 08:53:27.739154,2023-02-09 08:55:38.040426,0 days 00:02:10.301272,64,1660,43,0.00375,0.0,PRUNED
614,614,0.8695,2023-02-09 08:55:38.077713,2023-02-09 08:56:45.639672,0 days 00:01:07.561959,64,1860,52,0.00375,4e-05,PRUNED
615,615,0.8841,2023-02-09 08:56:45.676796,2023-02-09 09:00:04.957150,0 days 00:03:19.280354,64,1200,49,0.00375,0.0,PRUNED
616,616,0.9061,2023-02-09 09:00:04.987574,2023-02-09 09:15:43.727804,0 days 00:15:38.740230,64,1040,45,0.00375,0.0,COMPLETE
617,617,0.8726,2023-02-09 09:04:42.226038,2023-02-09 09:06:59.816121,0 days 00:02:17.590083,64,1500,45,0.00375,0.0,PRUNED
618,618,0.8563,2023-02-09 09:06:59.848864,2023-02-09 09:08:08.967582,0 days 00:01:09.118718,64,2280,47,0.00375,0.0,PRUNED
619,619,0.5006,2023-02-09 09:08:09.000140,2023-02-09 09:11:14.838862,0 days 00:03:05.838722,16,2460,53,0.075,0.0,PRUNED
620,620,0.8653,2023-02-09 09:11:14.867326,2023-02-09 09:12:27.353103,0 days 00:01:12.485777,64,1160,56,0.00375,4e-08,PRUNED
621,621,0.8851,2023-02-09 09:12:27.382320,2023-02-09 09:14:47.000599,0 days 00:02:19.618279,64,2540,49,0.00375,0.0,PRUNED
622,622,0.6899,2023-02-09 09:14:47.039933,2023-02-09 09:15:26.927924,0 days 00:00:39.887991,256,1920,43,0.00375,0.0,PRUNED
623,623,0.8694,2023-02-09 09:15:26.955672,2023-02-09 09:17:45.516972,0 days 00:02:18.561300,64,2440,45,0.00375,0.0,PRUNED
624,624,0.8442,2023-02-09 09:15:43.772819,2023-02-09 09:16:52.495433,0 days 00:01:08.722614,64,2440,53,0.00375,0.0,PRUNED
625,625,0.8692,2023-02-09 09:16:52.527826,2023-02-09 09:17:59.731085,0 days 00:01:07.203259,64,2420,47,0.00375,4e-07,PRUNED
626,626,0.2881,2023-02-09 09:17:45.548413,2023-02-09 09:19:09.216149,0 days 00:01:23.667736,64,1200,48,0.115,4e-07,PRUNED
627,627,0.8604,2023-02-09 09:17:59.779890,2023-02-09 09:18:48.203813,0 days 00:00:48.423923,128,1220,50,0.00375,4e-08,PRUNED
628,628,0.8621,2023-02-09 09:18:48.245599,2023-02-09 09:19:57.487374,0 days 00:01:09.241775,64,1300,60,0.00375,0.0,PRUNED
629,629,0.8638,2023-02-09 09:19:09.246177,2023-02-09 09:20:21.916428,0 days 00:01:12.670251,64,1280,60,0.00375,0.0,PRUNED
630,630,0.8699,2023-02-09 09:19:57.524509,2023-02-09 09:21:06.986728,0 days 00:01:09.462219,64,2260,55,0.00375,0.0,PRUNED
631,631,0.9045,2023-02-09 09:20:21.949607,2023-02-09 09:38:31.265821,0 days 00:18:09.316214,64,1120,54,0.00375,0.0,COMPLETE
632,632,0.7426,2023-02-09 09:21:07.029602,2023-02-09 09:21:43.941141,0 days 00:00:36.911539,512,1780,51,0.00375,0.0,PRUNED
633,633,0.8845,2023-02-09 09:21:43.968546,2023-02-09 09:24:00.845469,0 days 00:02:16.876923,64,1160,53,0.00375,0.0,PRUNED
634,634,0.9029,2023-02-09 09:24:00.872701,2023-02-09 09:40:20.419270,0 days 00:16:19.546569,64,1100,42,0.00375,0.0,COMPLETE
635,635,0.8603,2023-02-09 09:38:31.302697,2023-02-09 09:39:40.031697,0 days 00:01:08.729000,64,2360,41,0.00375,4e-08,PRUNED
636,636,0.8499,2023-02-09 09:39:40.079823,2023-02-09 09:40:50.036018,0 days 00:01:09.956195,64,1240,47,0.00375,0.0,PRUNED
637,637,0.8685,2023-02-09 09:40:20.452438,2023-02-09 09:41:24.610593,0 days 00:01:04.158155,64,1220,37,0.00375,0.0,PRUNED
638,638,0.423,2023-02-09 09:40:50.073555,2023-02-09 09:42:00.223837,0 days 00:01:10.150282,64,1180,50,0.15,0.0,PRUNED
639,639,0.8853,2023-02-09 09:41:24.641838,2023-02-09 09:43:38.656075,0 days 00:02:14.014237,64,2300,50,0.00375,0.0,PRUNED
640,640,0.8649,2023-02-09 09:42:00.258011,2023-02-09 09:43:09.394430,0 days 00:01:09.136419,64,2300,44,0.00375,4e-05,PRUNED
641,641,0.6282,2023-02-09 09:43:09.426170,2023-02-09 09:44:18.920992,0 days 00:01:09.494822,64,2160,48,0.075,0.0,PRUNED
642,642,0.8698,2023-02-09 09:43:38.687060,2023-02-09 09:44:46.792959,0 days 00:01:08.105899,64,1360,47,0.00375,4e-08,PRUNED
643,643,0.9166,2023-02-09 09:44:18.949837,2023-02-09 09:59:41.783381,0 days 00:15:22.833544,64,1280,46,0.00375,4e-08,COMPLETE
644,644,0.8646,2023-02-09 09:44:46.824520,2023-02-09 09:45:55.597101,0 days 00:01:08.772581,64,1120,57,0.00375,0.0,PRUNED
645,645,0.8689,2023-02-09 09:45:55.636373,2023-02-09 09:47:03.874506,0 days 00:01:08.238133,64,1260,52,0.00375,0.0,PRUNED
646,646,0.7702,2023-02-09 09:47:03.911925,2023-02-09 09:47:43.880760,0 days 00:00:39.968835,256,1180,45,0.00375,0.0,PRUNED
647,647,0.8739,2023-02-09 09:47:43.915967,2023-02-09 09:49:58.471506,0 days 00:02:14.555539,64,2500,49,0.00375,0.0,PRUNED
648,648,0.8518,2023-02-09 09:49:58.504573,2023-02-09 09:52:45.192245,0 days 00:02:46.687672,16,1020,46,0.00375,4e-08,PRUNED
649,649,0.8763,2023-02-09 09:52:45.218605,2023-02-09 09:55:00.871380,0 days 00:02:15.652775,64,2240,52,0.00375,0.0,PRUNED
650,650,0.8092,2023-02-09 09:55:00.911279,2023-02-09 09:56:06.632080,0 days 00:01:05.720801,64,1280,43,0.0125,0.0,PRUNED
651,651,0.8096,2023-02-09 09:56:06.661012,2023-02-09 10:05:00.298125,0 days 00:08:53.637113,4,1140,49,0.00375,0.0,PRUNED
652,652,0.8805,2023-02-09 09:59:41.811750,2023-02-09 10:01:18.434512,0 days 00:01:36.622762,64,1320,43,0.00375,0.0,PRUNED
653,653,0.856,2023-02-09 10:01:18.460148,2023-02-09 10:02:09.000677,0 days 00:00:50.540529,64,1380,46,0.00375,4e-06,PRUNED
654,654,0.8569,2023-02-09 10:02:09.030918,2023-02-09 10:02:49.643651,0 days 00:00:40.612733,128,1320,44,0.00375,0.0,PRUNED
655,655,0.418,2023-02-09 10:02:49.670070,2023-02-09 10:11:46.556982,0 days 00:08:56.886912,4,1240,40,0.115,4e-07,PRUNED
656,656,0.16,2023-02-09 10:05:00.323977,2023-02-09 10:05:43.374165,0 days 00:00:43.050188,64,1240,39,0.15,4e-07,PRUNED
657,657,0.5605,2023-02-09 10:05:43.405435,2023-02-09 10:06:26.159253,0 days 00:00:42.753818,64,1280,41,0.115,0.0,PRUNED
658,658,0.7869,2023-02-09 10:06:26.190185,2023-02-09 10:07:16.136686,0 days 00:00:49.946501,64,2340,63,0.00375,0.0,PRUNED
659,659,0.906,2023-02-09 10:07:16.175197,2023-02-09 10:22:15.127004,0 days 00:14:58.951807,64,1820,46,0.00375,4e-08,COMPLETE
660,660,0.8811,2023-02-09 10:11:46.593479,2023-02-09 10:14:12.632339,0 days 00:02:26.038860,64,1200,55,0.00375,4e-08,PRUNED
661,661,0.8682,2023-02-09 10:14:12.674166,2023-02-09 10:15:22.652057,0 days 00:01:09.977891,64,2380,46,0.00375,0.0,PRUNED
662,662,0.7411,2023-02-09 10:15:22.688676,2023-02-09 10:15:56.728822,0 days 00:00:34.040146,512,1320,24,0.00375,0.0,PRUNED
663,663,0.8629,2023-02-09 10:15:56.754792,2023-02-09 10:17:08.581841,0 days 00:01:11.827049,64,1820,51,0.00375,0.0,PRUNED
664,664,0.878,2023-02-09 10:17:08.610879,2023-02-09 10:19:27.751969,0 days 00:02:19.141090,64,1240,49,0.00375,0.0,PRUNED
665,665,0.8668,2023-02-09 10:19:27.785676,2023-02-09 10:20:38.111404,0 days 00:01:10.325728,64,1280,47,0.00375,0.0,PRUNED
666,666,0.8499,2023-02-09 10:20:38.138785,2023-02-09 10:21:47.067840,0 days 00:01:08.929055,64,1180,44,0.00375,4e-08,PRUNED
667,667,0.9008,2023-02-09 10:21:47.096850,2023-02-09 10:38:54.864958,0 days 00:17:07.768108,64,1200,53,0.00375,0.0,COMPLETE
668,668,0.8537,2023-02-09 10:22:15.165898,2023-02-09 10:23:23.763203,0 days 00:01:08.597305,64,1200,53,0.00375,0.0,PRUNED
669,669,0.8669,2023-02-09 10:23:23.791927,2023-02-09 10:24:31.865012,0 days 00:01:08.073085,64,1740,51,0.00375,4e-05,PRUNED
670,670,0.8654,2023-02-09 10:24:31.895183,2023-02-09 10:25:38.517998,0 days 00:01:06.622815,64,1340,48,0.00375,0.0,PRUNED
671,671,0.6929,2023-02-09 10:25:38.554787,2023-02-09 10:26:48.220335,0 days 00:01:09.665548,64,1140,58,0.075,0.0,PRUNED
672,672,0.8644,2023-02-09 10:26:48.250935,2023-02-09 10:27:56.981991,0 days 00:01:08.731056,64,1060,55,0.00375,0.0,PRUNED
673,673,0.8408,2023-02-09 10:27:57.015587,2023-02-09 10:29:04.704842,0 days 00:01:07.689255,64,1280,50,0.00375,0.0,PRUNED
674,674,0.8634,2023-02-09 10:29:04.733841,2023-02-09 10:31:50.763570,0 days 00:02:46.029729,16,1880,48,0.00375,0.0,PRUNED
675,675,0.8696,2023-02-09 10:31:50.790540,2023-02-09 10:32:56.882440,0 days 00:01:06.091900,64,1400,44,0.00375,0.0,PRUNED
676,676,0.7814,2023-02-09 10:32:56.918418,2023-02-09 10:33:39.158555,0 days 00:00:42.240137,256,1220,53,0.00375,0.0,PRUNED
677,677,0.8868,2023-02-09 10:33:39.186893,2023-02-09 10:35:51.428688,0 days 00:02:12.241795,64,2200,42,0.00375,0.0,PRUNED
678,678,0.8655,2023-02-09 10:35:51.471109,2023-02-09 10:36:58.449806,0 days 00:01:06.978697,64,2260,46,0.00375,0.0,PRUNED
679,679,0.8351,2023-02-09 10:36:58.488236,2023-02-09 10:38:06.782429,0 days 00:01:08.294193,64,2140,51,0.0125,4e-06,PRUNED
680,680,0.8641,2023-02-09 10:38:06.816952,2023-02-09 10:43:41.059912,0 days 00:05:34.242960,64,2360,48,0.00375,0.0,PRUNED
681,681,0.9115,2023-02-09 10:38:54.904897,2023-02-09 10:56:25.055649,0 days 00:17:30.150752,64,1100,48,0.00375,4e-08,COMPLETE
682,682,0.9073,2023-02-09 10:43:41.087760,2023-02-09 11:00:37.664008,0 days 00:16:56.576248,64,1260,50,0.00375,4e-08,COMPLETE
683,683,0.8682,2023-02-09 10:56:25.087381,2023-02-09 10:57:34.496034,0 days 00:01:09.408653,64,1140,45,0.00375,4e-08,PRUNED
684,684,0.5172,2023-02-09 10:57:34.528356,2023-02-09 10:58:43.708993,0 days 00:01:09.180637,64,1080,47,0.15,4e-08,PRUNED
685,685,0.8685,2023-02-09 10:58:43.736956,2023-02-09 10:59:51.765566,0 days 00:01:08.028610,64,1040,43,0.00375,4e-08,PRUNED
686,686,0.8267,2023-02-09 10:59:51.798415,2023-02-09 11:00:42.057268,0 days 00:00:50.258853,128,1080,49,0.00375,4e-08,PRUNED
687,687,0.9102,2023-02-09 11:00:37.699393,2023-02-09 11:17:44.609292,0 days 00:17:06.909899,64,1080,45,0.00375,4e-08,COMPLETE
688,688,0.8625,2023-02-09 11:00:42.093297,2023-02-09 11:01:51.210584,0 days 00:01:09.117287,64,1120,44,0.00375,4e-08,PRUNED
689,689,0.6722,2023-02-09 11:01:51.373668,2023-02-09 11:02:27.734526,0 days 00:00:36.360858,512,1000,46,0.00375,4e-08,PRUNED
690,690,0.8663,2023-02-09 11:02:27.760330,2023-02-09 11:03:36.969927,0 days 00:01:09.209597,64,1120,42,0.00375,4e-08,PRUNED
691,691,0.8517,2023-02-09 11:03:37.004281,2023-02-09 11:04:47.356890,0 days 00:01:10.352609,64,1060,48,0.00375,4e-08,PRUNED
692,692,0.8814,2023-02-09 11:04:47.391488,2023-02-09 11:07:07.027721,0 days 00:02:19.636233,64,1100,46,0.00375,4e-08,PRUNED
693,693,0.8634,2023-02-09 11:07:07.061985,2023-02-09 11:08:17.873397,0 days 00:01:10.811412,64,1140,51,0.00375,4e-08,PRUNED
694,694,0.8621,2023-02-09 11:08:17.898621,2023-02-09 11:09:12.128416,0 days 00:00:54.229795,64,1160,18,0.00375,4e-07,PRUNED
695,695,0.859,2023-02-09 11:09:12.168373,2023-02-09 11:10:20.013947,0 days 00:01:07.845574,64,1160,39,0.00375,4e-08,PRUNED
696,696,0.7433,2023-02-09 11:10:20.047219,2023-02-09 11:11:29.478381,0 days 00:01:09.431162,64,1080,45,0.075,4e-08,PRUNED
697,697,0.8436,2023-02-09 11:11:29.504261,2023-02-09 11:12:41.522966,0 days 00:01:12.018705,64,2320,56,0.00375,4e-05,PRUNED
698,698,0.9127,2023-02-09 11:12:41.556599,2023-02-09 11:30:24.629634,0 days 00:17:43.073035,64,1180,48,0.00375,4e-08,COMPLETE
699,699,0.9057,2023-02-09 11:17:44.649370,2023-02-09 11:34:25.392354,0 days 00:16:40.742984,64,1200,49,0.00375,0.0,COMPLETE
700,700,0.8815,2023-02-09 11:30:24.661304,2023-02-09 11:32:44.111207,0 days 00:02:19.449903,64,1180,47,0.00375,4e-08,PRUNED
701,701,0.8326,2023-02-09 11:32:44.142982,2023-02-09 11:33:53.965135,0 days 00:01:09.822153,64,1120,48,0.00375,4e-08,PRUNED
702,702,0.8612,2023-02-09 11:33:53.997965,2023-02-09 11:36:08.335097,0 days 00:02:14.337132,16,2400,43,0.00375,4e-08,PRUNED
703,703,0.7556,2023-02-09 11:34:25.429858,2023-02-09 11:36:33.259624,0 days 00:02:07.829766,16,2180,43,0.0125,4e-08,PRUNED
704,704,0.7821,2023-02-09 11:36:08.362157,2023-02-09 11:37:30.371335,0 days 00:01:22.009178,64,1040,45,0.0125,4e-08,PRUNED
705,705,0.101,2023-02-09 11:36:33.288976,2023-02-09 11:37:14.171134,0 days 00:00:40.882158,256,2140,47,0.115,4e-08,PRUNED
706,706,0.858,2023-02-09 11:37:14.206933,2023-02-09 11:38:22.775318,0 days 00:01:08.568385,64,1040,49,0.00375,4e-08,PRUNED
707,707,0.8489,2023-02-09 11:37:30.398026,2023-02-09 11:38:38.251325,0 days 00:01:07.853299,64,1620,41,0.00375,4e-08,PRUNED
708,708,0.8698,2023-02-09 11:38:22.805659,2023-02-09 11:39:14.369049,0 days 00:00:51.563390,64,1160,47,0.00375,4e-08,PRUNED
709,709,0.7968,2023-02-09 11:38:38.284900,2023-02-09 11:46:31.494270,0 days 00:07:53.209370,4,1140,47,0.00375,4e-08,PRUNED
710,710,0.6252,2023-02-09 11:39:14.404992,2023-02-09 11:49:33.085543,0 days 00:10:18.680551,4,1100,84,0.00375,4e-08,PRUNED
711,711,0.8792,2023-02-09 11:46:31.520358,2023-02-09 11:48:05.488653,0 days 00:01:33.968295,64,2260,50,0.00375,4e-07,PRUNED
712,712,0.8429,2023-02-09 11:48:05.638796,2023-02-09 11:48:45.579369,0 days 00:00:39.940573,64,1220,10,0.00375,4e-08,PRUNED
713,713,0.582,2023-02-09 11:48:45.606223,2023-02-09 11:49:41.281972,0 days 00:00:55.675749,64,1100,44,0.15,4e-08,PRUNED
714,714,0.1875,2023-02-09 11:49:33.125790,2023-02-09 11:50:34.837676,0 days 00:01:01.711886,128,2340,45,0.15,4e-06,PRUNED
715,715,0.8526,2023-02-09 11:49:41.320939,2023-02-09 11:50:41.008626,0 days 00:00:59.687687,128,2220,51,0.00375,4e-07,PRUNED
716,716,0.8484,2023-02-09 11:50:34.876455,2023-02-09 11:51:30.407834,0 days 00:00:55.531379,64,1540,13,0.00375,4e-07,PRUNED
717,717,0.8293,2023-02-09 11:50:41.044554,2023-02-09 11:51:56.984142,0 days 00:01:15.939588,64,2300,49,0.00375,4e-08,PRUNED
718,718,0.8698,2023-02-09 11:51:30.437612,2023-02-09 11:52:39.283372,0 days 00:01:08.845760,64,1180,49,0.00375,4e-08,PRUNED
719,719,0.8552,2023-02-09 11:51:57.012812,2023-02-09 11:53:04.197884,0 days 00:01:07.185072,64,1200,41,0.00375,0.0,PRUNED
720,720,0.8671,2023-02-09 11:52:39.315623,2023-02-09 11:54:07.506950,0 days 00:01:28.191327,64,1460,42,0.00375,0.0,PRUNED
721,721,0.8326,2023-02-09 11:53:04.227184,2023-02-09 11:53:41.144929,0 days 00:00:36.917745,512,1260,46,0.00375,0.0,PRUNED
722,722,0.8711,2023-02-09 11:53:41.171146,2023-02-09 11:54:53.332185,0 days 00:01:12.161039,64,2100,52,0.00375,4e-05,PRUNED
723,723,0.8437,2023-02-09 11:54:07.543649,2023-02-09 11:55:15.013013,0 days 00:01:07.469364,64,2120,52,0.00375,0.0,PRUNED
724,724,0.7121,2023-02-09 11:54:53.364502,2023-02-09 11:56:03.619572,0 days 00:01:10.255070,64,1240,48,0.075,0.0,PRUNED
725,725,0.7231,2023-02-09 11:55:15.042109,2023-02-09 11:56:22.223726,0 days 00:01:07.181617,64,1000,48,0.075,0.0,PRUNED
726,726,0.8626,2023-02-09 11:56:03.645744,2023-02-09 11:57:11.357014,0 days 00:01:07.711270,64,1000,44,0.00375,0.0,PRUNED
727,727,0.8865,2023-02-09 11:56:22.249786,2023-02-09 11:58:40.566679,0 days 00:02:18.316893,64,1300,54,0.00375,4e-08,PRUNED
728,728,0.8708,2023-02-09 11:57:11.382719,2023-02-09 11:58:23.637968,0 days 00:01:12.255249,64,1160,54,0.00375,4e-08,PRUNED
729,729,0.8623,2023-02-09 11:58:23.666959,2023-02-09 11:59:33.632583,0 days 00:01:09.965624,64,1320,50,0.00375,0.0,PRUNED
730,730,0.8674,2023-02-09 11:58:40.593690,2023-02-09 11:59:51.409283,0 days 00:01:10.815593,64,2160,50,0.00375,0.0,PRUNED
731,731,0.7839,2023-02-09 11:59:33.661400,2023-02-09 12:00:23.528864,0 days 00:00:49.867464,64,2220,1,0.00375,0.0,PRUNED
732,732,0.8574,2023-02-09 11:59:51.435356,2023-02-09 12:01:02.871441,0 days 00:01:11.436085,64,2240,46,0.00375,0.0,PRUNED
733,733,0.8589,2023-02-09 12:00:23.562812,2023-02-09 12:01:53.485398,0 days 00:01:29.922586,64,1220,46,0.00375,4e-06,PRUNED
734,734,0.1153,2023-02-09 12:01:02.901855,2023-02-09 12:01:42.678643,0 days 00:00:39.776788,256,1120,44,0.115,4e-06,PRUNED
735,735,0.8536,2023-02-09 12:01:42.708504,2023-02-09 12:02:49.793079,0 days 00:01:07.084575,64,1220,47,0.00375,0.0,PRUNED
736,736,0.8681,2023-02-09 12:01:53.526490,2023-02-09 12:03:00.707899,0 days 00:01:07.181409,64,2400,38,0.00375,0.0,PRUNED
737,737,0.8699,2023-02-09 12:02:49.820123,2023-02-09 12:03:56.971747,0 days 00:01:07.151624,64,1160,52,0.00375,0.0,PRUNED
738,738,0.8672,2023-02-09 12:03:00.748291,2023-02-09 12:04:12.747016,0 days 00:01:11.998725,64,1160,51,0.00375,4e-08,PRUNED
739,739,0.8811,2023-02-09 12:03:57.010702,2023-02-09 12:06:22.524535,0 days 00:02:25.513833,64,2360,50,0.00375,4e-08,PRUNED
740,740,0.8702,2023-02-09 12:04:12.779868,2023-02-09 12:06:12.480984,0 days 00:01:59.701116,64,1360,32,0.00375,0.0,PRUNED
741,741,0.852,2023-02-09 12:06:12.509902,2023-02-09 12:07:25.122787,0 days 00:01:12.612885,64,2300,58,0.00375,0.0,PRUNED
742,742,0.9065,2023-02-09 12:06:22.556669,2023-02-09 12:23:10.599588,0 days 00:16:48.042919,64,1060,48,0.00375,4e-07,COMPLETE
743,743,0.856,2023-02-09 12:07:25.156318,2023-02-09 12:08:42.189366,0 days 00:01:17.033048,64,1060,71,0.00375,0.0,PRUNED
744,744,0.8814,2023-02-09 12:08:42.221843,2023-02-09 12:11:01.859727,0 days 00:02:19.637884,64,2180,48,0.00375,4e-07,PRUNED
745,745,0.9071,2023-02-09 12:11:01.888251,2023-02-09 12:28:18.877451,0 days 00:17:16.989200,64,1260,43,0.00375,0.0,COMPLETE
746,746,0.7373,2023-02-09 12:23:10.631055,2023-02-09 12:23:51.173667,0 days 00:00:40.542612,512,1260,43,0.00375,0.0,PRUNED
747,747,0.8623,2023-02-09 12:23:51.201864,2023-02-09 12:24:57.432801,0 days 00:01:06.230937,64,2060,45,0.00375,0.0,PRUNED
748,748,0.8595,2023-02-09 12:24:57.464142,2023-02-09 12:26:06.126011,0 days 00:01:08.661869,64,1100,53,0.00375,4e-05,PRUNED
749,749,0.8683,2023-02-09 12:26:06.157771,2023-02-09 12:27:11.830014,0 days 00:01:05.672243,64,1680,41,0.00375,0.0,PRUNED
750,750,0.887,2023-02-09 12:27:11.869555,2023-02-09 12:29:24.270843,0 days 00:02:12.401288,64,1200,45,0.00375,4e-08,PRUNED
751,751,0.8827,2023-02-09 12:28:18.913114,2023-02-09 12:30:37.815147,0 days 00:02:18.902033,64,1960,46,0.00375,4e-08,PRUNED
752,752,0.869,2023-02-09 12:29:24.307146,2023-02-09 12:30:31.827112,0 days 00:01:07.519966,64,2260,49,0.00375,0.0,PRUNED
753,753,0.8588,2023-02-09 12:30:31.868821,2023-02-09 12:31:38.699257,0 days 00:01:06.830436,64,2160,47,0.00375,0.0,PRUNED
754,754,0.8779,2023-02-09 12:30:37.847639,2023-02-09 12:32:58.729772,0 days 00:02:20.882133,64,1300,56,0.00375,0.0,PRUNED
755,755,0.8243,2023-02-09 12:31:38.732661,2023-02-09 12:32:48.395457,0 days 00:01:09.662796,64,1120,56,0.0125,0.0,PRUNED
756,756,0.8599,2023-02-09 12:32:48.430311,2023-02-09 12:34:59.011275,0 days 00:02:10.580964,16,1200,52,0.00375,0.0,PRUNED
757,757,0.8604,2023-02-09 12:32:58.778679,2023-02-09 12:35:14.447124,0 days 00:02:15.668445,16,1220,50,0.00375,0.0,PRUNED
758,758,0.7065,2023-02-09 12:34:59.048285,2023-02-09 12:36:03.873512,0 days 00:01:04.825227,64,1160,50,0.115,4e-08,PRUNED
759,759,0.629,2023-02-09 12:35:14.478401,2023-02-09 12:36:24.704911,0 days 00:01:10.226510,64,1160,48,0.115,4e-08,PRUNED
760,760,0.8092,2023-02-09 12:36:03.917141,2023-02-09 12:37:30.875402,0 days 00:01:26.958261,64,2320,48,0.00375,0.0,PRUNED
761,761,0.8152,2023-02-09 12:36:24.738267,2023-02-09 12:37:03.825087,0 days 00:00:39.086820,256,2140,40,0.00375,0.0,PRUNED
762,762,0.8512,2023-02-09 12:37:03.853517,2023-02-09 12:38:01.882852,0 days 00:00:58.029335,64,2200,45,0.00375,0.0,PRUNED
763,763,0.2284,2023-02-09 12:37:30.902611,2023-02-09 12:44:18.386404,0 days 00:06:47.483793,4,2080,45,0.15,0.0,PRUNED
764,764,0.7886,2023-02-09 12:38:01.916043,2023-02-09 12:46:12.528950,0 days 00:08:10.612907,4,2080,54,0.00375,0.0,PRUNED
765,765,0.8627,2023-02-09 12:44:18.418341,2023-02-09 12:45:03.333282,0 days 00:00:44.914941,64,1260,54,0.00375,0.0,PRUNED
766,766,0.885,2023-02-09 12:45:03.365483,2023-02-09 12:46:56.775500,0 days 00:01:53.410017,64,1100,51,0.00375,0.0,PRUNED
767,767,0.8452,2023-02-09 12:46:12.564407,2023-02-09 12:47:23.560864,0 days 00:01:10.996457,64,2280,51,0.00375,4e-08,PRUNED
768,768,0.8583,2023-02-09 12:46:56.807138,2023-02-09 12:48:18.254161,0 days 00:01:21.447023,64,1360,43,0.00375,4e-08,PRUNED
769,769,0.8596,2023-02-09 12:47:23.596933,2023-02-09 12:48:13.239244,0 days 00:00:49.642311,128,2420,42,0.00375,4e-07,PRUNED
770,770,0.8764,2023-02-09 12:48:13.293674,2023-02-09 12:50:34.679737,0 days 00:02:21.386063,64,1180,47,0.00375,0.0,PRUNED
771,771,0.8632,2023-02-09 12:48:18.285788,2023-02-09 12:49:25.493667,0 days 00:01:07.207879,64,1140,47,0.00375,0.0,PRUNED
772,772,0.8695,2023-02-09 12:49:25.532122,2023-02-09 12:50:31.798797,0 days 00:01:06.266675,64,1300,49,0.00375,0.0,PRUNED
773,773,0.8668,2023-02-09 12:50:31.837628,2023-02-09 12:51:37.806675,0 days 00:01:05.969047,64,1240,46,0.00375,4e-05,PRUNED
774,774,0.883,2023-02-09 12:50:34.711804,2023-02-09 12:53:16.939168,0 days 00:02:42.227364,64,2360,51,0.00375,4e-05,PRUNED
775,775,0.101,2023-02-09 12:51:37.844643,2023-02-09 12:52:18.623863,0 days 00:00:40.779220,512,2220,53,0.075,0.0,PRUNED
776,776,,2023-02-09 12:52:18.650590,,,64,2140,49,0.00375,0.0,RUNNING
777,777,0.8707,2023-02-09 12:53:16.967872,2023-02-09 12:53:54.136738,0 days 00:00:37.168866,64,2020,49,0.00375,0.0,PRUNED
778,778,0.8475,2023-02-09 12:53:54.165151,2023-02-09 12:54:31.297639,0 days 00:00:37.132488,64,2120,44,0.00375,4e-08,PRUNED
779,779,0.8711,2023-02-09 12:54:31.319347,2023-02-09 12:55:08.525847,0 days 00:00:37.206500,64,1180,49,0.00375,0.0,PRUNED
780,780,0.8403,2023-02-09 12:55:08.558736,2023-02-09 12:55:47.357192,0 days 00:00:38.798456,64,1240,59,0.00375,0.0,PRUNED
781,781,0.8826,2023-02-09 12:55:47.379162,2023-02-09 12:58:41.016707,0 days 00:02:53.637545,64,1200,36,0.00375,0.0,PRUNED
782,782,0.852,2023-02-09 12:58:41.155023,2023-02-09 12:59:18.600715,0 days 00:00:37.445692,64,2180,46,0.00375,0.0,PRUNED
783,783,0.7843,2023-02-09 12:59:18.625051,2023-02-09 12:59:57.215474,0 days 00:00:38.590423,64,1100,52,0.0125,4e-07,PRUNED
784,784,0.8762,2023-02-09 12:59:57.243618,2023-02-09 13:01:10.457181,0 days 00:01:13.213563,64,2260,44,0.00375,4e-08,PRUNED
785,785,0.8211,2023-02-09 13:01:10.481207,2023-02-09 13:01:47.592986,0 days 00:00:37.111779,64,1280,48,0.00375,0.0,PRUNED
786,786,0.8598,2023-02-09 13:01:47.618645,2023-02-09 13:02:26.139173,0 days 00:00:38.520528,64,1140,50,0.00375,4e-06,PRUNED
787,787,0.8609,2023-02-09 13:02:26.166969,2023-02-09 13:03:02.421703,0 days 00:00:36.254734,64,1040,40,0.00375,0.0,PRUNED
788,788,0.4086,2023-02-09 13:03:02.454678,2023-02-09 13:03:42.438030,0 days 00:00:39.983352,64,2320,66,0.15,0.0,PRUNED
789,789,0.859,2023-02-09 13:03:42.469881,2023-02-09 13:04:21.592345,0 days 00:00:39.122464,64,1200,55,0.00375,4e-08,PRUNED
